0.791001,0.033868,-0.000051,0.687616,0.102485,-0.040095,0.623654,0.185545,-0.108957,0.591199,0.287392,-0.157064,0.583638,0.377213,-0.206800,0.698654,0.155062,-0.283116,0.667326,0.311127,-0.346276,0.651123,0.403307,-0.321618,0.640396,0.467176,-0.289478,0.772481,0.168825,-0.272282,0.745133,0.349286,-0.354596,0.714631,0.449822,-0.333106,0.692006,0.506397,-0.308353,0.829987,0.190215,-0.247533,0.810482,0.362839,-0.316593,0.776972,0.456990,-0.315615,0.749257,0.508434,-0.310784,0.868956,0.211989,-0.213233,0.863056,0.359402,-0.265996,0.838261,0.437036,-0.282023,0.808288,0.486684,-0.293963,0,0,0,0
0.796948,0.022000,-0.000071,0.698906,0.100945,-0.030365,0.642395,0.186335,-0.095864,0.613788,0.282868,-0.141873,0.605013,0.374570,-0.190199,0.724482,0.163844,-0.262890,0.699791,0.328572,-0.315814,0.677796,0.430401,-0.293589,0.663873,0.492132,-0.257128,0.796590,0.173569,-0.246371,0.781959,0.366271,-0.314377,0.749886,0.466669,-0.271602,0.726969,0.518497,-0.222412,0.851276,0.190904,-0.215616,0.841448,0.375200,-0.268733,0.808117,0.462088,-0.249898,0.781613,0.504557,-0.222035,0.883078,0.209157,-0.174465,0.881682,0.354800,-0.204135,0.852577,0.421846,-0.189610,0.823863,0.451457,-0.170014,0,0,0,0
0.798276,0.033748,-0.000126,0.702303,0.100440,-0.040609,0.645481,0.188683,-0.114899,0.619026,0.290740,-0.166490,0.612775,0.383060,-0.220562,0.730872,0.156017,-0.305380,0.704962,0.315932,-0.365256,0.678779,0.420182,-0.340704,0.659244,0.486182,-0.303799,0.800868,0.168356,-0.284186,0.784597,0.356710,-0.356679,0.752128,0.460334,-0.309717,0.727867,0.513119,-0.260076,0.853093,0.190820,-0.247168,0.843861,0.368298,-0.312074,0.811634,0.461800,-0.294125,0.784697,0.513756,-0.265770,0.883174,0.215717,-0.199731,0.886502,0.356031,-0.235965,0.859913,0.426788,-0.223007,0.828177,0.463538,-0.206136,0,0,0,0
0.802211,0.033865,-0.000099,0.706085,0.096787,-0.038722,0.649883,0.186026,-0.110250,0.624283,0.287658,-0.158863,0.621240,0.377707,-0.207910,0.734000,0.156228,-0.309519,0.708154,0.317161,-0.371081,0.677578,0.419250,-0.347682,0.653420,0.480573,-0.312651,0.804749,0.171023,-0.287787,0.787246,0.361998,-0.356923,0.750688,0.463532,-0.302392,0.722601,0.511063,-0.247068,0.857058,0.193696,-0.250526,0.847480,0.373204,-0.313615,0.812149,0.464967,-0.289832,0.781824,0.512162,-0.257432,0.886281,0.217173,-0.203564,0.887721,0.356273,-0.236968,0.858692,0.426736,-0.222145,0.824583,0.463081,-0.203622,0,0,0,0
0.803565,0.035517,-0.000097,0.710019,0.095915,-0.036353,0.654658,0.184940,-0.108181,0.628483,0.288621,-0.156804,0.624722,0.380712,-0.203552,0.739892,0.154673,-0.315257,0.714565,0.316264,-0.377926,0.682340,0.419425,-0.356015,0.656854,0.481524,-0.322868,0.809080,0.169923,-0.294980,0.788682,0.362390,-0.364815,0.750114,0.463662,-0.307045,0.720477,0.511257,-0.249053,0.859433,0.192786,-0.259552,0.846249,0.373660,-0.320982,0.809269,0.463944,-0.292089,0.777627,0.510870,-0.255188,0.886685,0.215972,-0.214433,0.887115,0.355309,-0.249586,0.859844,0.427331,-0.235441,0.826368,0.466471,-0.216050,0,0,0,0
0.803517,0.043264,-0.000084,0.713617,0.100451,-0.033402,0.658489,0.187135,-0.106290,0.629114,0.290726,-0.158031,0.621873,0.383382,-0.209445,0.732271,0.152234,-0.317644,0.702152,0.314896,-0.384790,0.672731,0.417597,-0.357966,0.650133,0.478242,-0.321927,0.805049,0.169702,-0.300876,0.780549,0.361953,-0.372288,0.742058,0.461689,-0.305798,0.711977,0.507941,-0.242847,0.860781,0.195079,-0.270068,0.845530,0.377925,-0.335409,0.807113,0.468430,-0.299790,0.773716,0.515615,-0.259137,0.892673,0.220788,-0.229869,0.895316,0.362672,-0.276185,0.867626,0.440041,-0.268751,0.831815,0.485226,-0.255608,0,0,0,0
0.807936,0.036126,-0.000118,0.712899,0.094543,-0.041392,0.654992,0.181787,-0.115292,0.627349,0.282881,-0.166475,0.622767,0.371335,-0.219680,0.730100,0.154929,-0.314227,0.696619,0.314506,-0.379863,0.672773,0.412078,-0.352347,0.655368,0.473193,-0.316256,0.806947,0.172475,-0.292553,0.780381,0.363920,-0.360934,0.743954,0.462174,-0.295742,0.715335,0.509272,-0.235860,0.865447,0.195398,-0.258941,0.848399,0.375143,-0.318606,0.808994,0.466312,-0.278654,0.772934,0.515674,-0.236278,0.900398,0.218449,-0.217960,0.902158,0.361854,-0.261956,0.874717,0.440178,-0.253674,0.840058,0.487590,-0.243893,0,0,0,0
0.810788,0.027365,-0.000116,0.712757,0.084066,-0.043590,0.653408,0.176547,-0.115726,0.625732,0.281640,-0.163996,0.621866,0.369328,-0.215542,0.730185,0.150104,-0.312441,0.697813,0.317179,-0.376640,0.675733,0.413738,-0.345444,0.658494,0.473429,-0.306582,0.809609,0.167121,-0.291295,0.783034,0.364593,-0.363120,0.747222,0.464514,-0.299247,0.718004,0.513035,-0.238681,0.869823,0.189093,-0.257827,0.851645,0.377381,-0.317939,0.811112,0.469557,-0.275934,0.772662,0.516341,-0.231030,0.906830,0.210855,-0.217865,0.905392,0.362351,-0.264262,0.876956,0.439896,-0.256160,0.841637,0.482756,-0.245697,0,0,0,0
0.811414,0.026726,-0.000118,0.711484,0.085638,-0.042659,0.652459,0.176943,-0.113304,0.624161,0.280415,-0.160314,0.619985,0.368248,-0.210278,0.730963,0.153390,-0.305874,0.698154,0.317684,-0.372534,0.675855,0.414088,-0.345805,0.657677,0.475067,-0.310701,0.809940,0.171658,-0.285294,0.783038,0.365325,-0.356912,0.746930,0.464292,-0.296538,0.717040,0.513916,-0.239263,0.869656,0.193995,-0.252390,0.852115,0.378817,-0.311909,0.811328,0.470028,-0.271491,0.772193,0.516979,-0.227457,0.906880,0.214966,-0.213278,0.907058,0.364231,-0.258139,0.877846,0.440725,-0.250471,0.841379,0.483644,-0.240088,0,0,0,0
0.812063,0.025144,-0.000130,0.711401,0.085008,-0.039537,0.651938,0.176641,-0.107102,0.623825,0.280998,-0.150432,0.620719,0.370598,-0.196507,0.729306,0.155822,-0.300411,0.695466,0.322780,-0.363471,0.673778,0.417795,-0.333392,0.657039,0.479194,-0.297200,0.808402,0.175639,-0.279731,0.779430,0.369157,-0.344479,0.744660,0.463904,-0.280883,0.717474,0.512561,-0.222940,0.868060,0.198238,-0.246453,0.848562,0.381410,-0.300874,0.807865,0.471145,-0.257878,0.770054,0.519642,-0.213688,0.905366,0.218717,-0.207053,0.904871,0.365116,-0.248710,0.876154,0.441815,-0.240807,0.840984,0.488208,-0.231721,0,0,0,0
